freq,siec,partner,unit,geo\TIME_PERIOD	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 
M,G3000,TOTAL,MIO_M3,AT	2518.000 	3497.000 	4083.000 	5152.000 	4895.000 	4488.000 	4850.000 	4769.000 	4265.000 	3466.000 	3667.000 	3861.000 	4221.000 	3329.000 	4778.000 	5390.000 	5339.000 	4533.000 	4661.000 	3634.000 	4008.000 	3280.000 	4274.000 	4038.000 	2685.654 	2938.280 	4329.699 	4264.705 	4268.468 	4159.735 	3681.290 	3977.070 	3750.865 	3769.305 	3375.800 	3878.636 	3857.281 	2055.995 	3194.051 	3602.416 	3937.893 	3663.444 	3681.907 	3840.066 	3573.790 	3333.472 	3032.310 	3689.263 	2556.482 	2487.951 	3722.097 	3011.828 	3400.778 	2735.688 	2604.573 	2880.303 	2506.690 	2225.522 	1561.986 	1541.550 	1347.752 	1087.431 	1286.400 	1451.881 	1936.406 	1556.739 	1542.453 	1223.586 	767.145 	1116.372 	965.548 	1117.727 	930.173 	860.468 	1096.266 	1232.930 	1191.646 	1291.411 	1443.513 	1384.926 	1293.640 	1023.216 	925.204 	1143.843 	663.103 	652.618 
M,G3000,TOTAL,MIO_M3,BE	4336.500 	4921.800 	4138.000 	2858.600 	3646.400 	3007.700 	3983.900 	3635.700 	3149.700 	3131.900 	3406.400 	3423.000 	3915.800 	3193.500 	3920.200 	3781.420 	4294.700 	3354.400 	3332.900 	3247.500 	2979.000 	3322.000 	3766.000 	4258.700 	3646.400 	4222.200 	4832.900 	3914.300 	4676.500 	3704.400 	2971.400 	2430.600 	2680.000 	2671.800 	3547.100 	3398.800 	4925.100 	3285.300 	3916.200 	3740.300 	3689.400 	2429.400 	2682.700 	2421.200 	2455.500 	4039.300 	3374.700 	4046.100 	4337.300 	3911.200 	5036.200 	5416.400 	5529.900 	5552.400 	5019.800 	5238.200 	5079.000 	5518.000 	4866.500 	5577.800 	5243.200 	4612.600 	4956.600 	5685.000 	5459.400 	3456.100 	3777.900 	3295.600 	2561.600 	3941.200 	4285.500 	4566.100 	4202.700 	3867.000 	4105.300 	3552.700 	3502.800 	3545.500 	3922.300 	3470.100 	2659.600 	3187.800 	2789.500 	2965.100 	3103.400 	3709.300 
M,G3000,TOTAL,MIO_M3,BG	2000.000 	1800.000 	1800.000 	1100.000 	1000.000 	1300.000 	1300.000 	1117.000 	1342.000 	1213.000 	1502.000 	1637.000 	1237.000 	721.000 	735.000 	914.000 	849.000 	778.000 	809.000 	787.000 	635.000 	866.000 	778.000 	863.000 	616.058 	455.063 	507.842 	421.678 	509.949 	480.392 	582.366 	567.998 	576.603 	446.340 	638.322 	670.775 	932.285 	875.599 	1077.424 	999.957 	1014.847 	855.348 	1185.067 	1139.332 	939.214 	1302.131 	1038.264 	1417.750 	1110.213 	1159.905 	1343.658 	932.328 	1120.223 	968.854 	1623.792 	1561.065 	1380.606 	1328.254 	1216.768 	1615.294 	1046.461 	1172.888 	1082.208 	1261.372 	911.299 	875.187 	1524.546 	1682.252 	1634.474 	1676.529 	1505.562 	1479.037 	1412.119 	1368.062 	1529.551 	1361.654 	1570.198 	1408.004 	1673.205 	1652.188 	1611.431 	1654.920 	1720.278 	1733.984 	1758.855 	1742.655 
M,G3000,TOTAL,MIO_M3,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,G3000,TOTAL,MIO_M3,CZ	3253.000 	3371.000 	3229.000 	3358.000 	3583.000 	3191.000 	2691.000 	3776.000 	3497.000 	3331.000 	3366.000 	3124.000 	3227.000 	2825.000 p	3033.000 	3197.000 	3478.000 	3580.000 	2478.000 	3359.000 	2857.000 	2439.000 	2716.000 	2938.000 	3953.887 	3589.398 	3721.680 	3422.776 	3370.910 	3904.135 	2990.441 	4499.592 	4316.383 	3400.453 	3129.662 	3182.254 	3924.250 	2861.372 	4062.429 	4463.194 	4429.736 	4103.255 	3469.469 	4083.265 	4436.855 	3637.079 	3163.260 	3018.095 	3368.432 	3030.888 	3740.058 	3646.268 	3600.612 	2992.087 	1764.567 	1260.409 	776.197 	1243.322 	1046.531 	615.205 	611.867 	541.670 	558.674 	678.896 	1032.180 	889.483 	572.478 	587.094 	473.931 	589.059 	596.602 	700.718 	463.020 	557.947 	337.526 	343.162 	639.994 	792.752 	585.173 	574.644 	426.302 	507.409 	423.153 	408.034 	473.410 	461.509 
M,G3000,TOTAL,MIO_M3,DE	14303.000 	12893.000 	14277.000 	13704.000 	14270.000 	12952.000 	10925.000 	13602.000 	12785.000 	14127.000 	14270.000 	14284.000 	15223.000 	13558.000 	14578.000 	14017.000 	13960.000 	12253.000 	10537.000 	11282.000 	11346.000 	12924.000 	14263.000 	14955.000 	15329.096 	13971.739 	14008.030 	13002.852 	12768.447 	12055.895 	9596.712 	11862.911 	12191.105 	13028.372 	13687.576 	13989.919 	13710.403 	12927.543 	14938.991 	14362.197 	13749.294 	12087.761 	10443.034 	11326.421 	12073.625 	12430.138 	12821.291 	13582.250 	13500.545 	12560.114 	13875.986 	14506.352 	13297.700 	10988.088 	9663.217 	9531.473 	8159.227 	9473.254 	8974.711 	9093.552 	9191.344 	8381.197 	8477.776 	8676.152 	8568.720 	6537.823 	6654.722 	6427.094 	4766.360 	6896.124 	7973.001 	8735.960 	8138.362 	7075.035 	7138.906 	6931.052 	6220.648 	6357.266 	6411.613 	6018.552 	4955.879 	6641.593 	7528.462 	8005.566 	7461.739 	6758.238 
M,G3000,TOTAL,MIO_M3,DK	26.000 	1.000 	99.000 	10.000 	27.000 	35.000 	36.000 	49.000 	28.000 	29.000 	23.000 	25.000 	14.000 	18.000 	22.000 	21.000 	19.000 	17.000 	19.000 	20.000 	66.000 	276.000 	334.000 	309.000 	176.150 	192.221 	233.014 	212.504 	231.570 	233.819 	249.669 	210.590 	179.327 	223.376 	241.217 	279.633 	205.849 	228.981 	199.883 	197.747 	197.802 	192.969 	185.535 	192.793 	220.489 	173.249 	194.817 	318.103 	208.877 	118.143 	150.799 	210.437 	314.575 	234.042 	154.629 	112.429 	66.127 	268.885 	361.216 	523.042 	638.746 	606.441 	673.178 	584.674 	535.813 	656.797 	855.987 	971.304 	706.400 	736.124 	837.651 	809.289 	826.484 	639.896 	593.878 	695.954 	796.652 	806.226 	868.718 	688.830 	48.294 	827.813 	765.392 	838.375 	695.946 	696.692 
M,G3000,TOTAL,MIO_M3,EE	67.000 	73.000 	72.000 	37.000 	21.000 	18.000 	19.000 	25.000 	21.000 	38.000 	47.000 	66.000 	74.000 	53.000 	53.000 	34.000 	26.000 	16.000 	17.000 	19.000 	24.000 	36.000 	44.000 	65.000 	53.900 	49.700 	50.600 	36.900 	25.900 	16.500 	17.000 	18.500 	22.600 	29.600 	40.600 	59.200 	65.000 	70.600 	52.600 	39.200 	25.700 	16.800 	15.200 	20.200 	25.600 	30.600 	43.500 	72.400 	60.400 	49.800 	45.300 	31.100 	21.400 	14.800 	11.300 	12.600 	15.600 	18.500 	29.800 	42.800 	38.700 	35.100 	37.000 	84.200 	88.000 	81.800 	11.000 	92.700 	95.600 	50.300 	37.100 	50.800 	68.400 	43.400 	34.700 	73.400 	172.000 	151.000 	14.400 	141.700 	69.700 	40.700 	54.300 	111.500 	154.000 	132.100 
M,G3000,TOTAL,MIO_M3,EL	455.000 	430.000 	364.000 	304.000 	327.000 	330.000 	387.000 	382.000 	435.000 	405.000 	453.000 	631.000 	684.000 	492.000 	310.000 	326.000 	372.000 	440.000 	443.000 	512.000 	373.000 	448.000 	426.000 	393.000 	605.744 	533.812 	401.885 	374.012 	383.110 	428.881 	582.391 	529.372 	431.596 	416.365 	489.219 	726.345 	898.804 	720.404 	877.904 	979.802 	983.227 	1126.436 	1398.284 	1350.743 	1115.687 	1289.963 	1231.791 	1364.371 	1283.356 	1167.185 	1444.693 	1130.531 	1272.862 	1343.007 	1470.344 	1331.622 	1277.306 	1287.793 	1367.565 	1568.937 	1262.838 	1247.100 	1339.313 	1302.867 	1193.797 	1234.509 	1448.063 	1313.381 	1267.253 	1478.238 	1203.776 	1355.686 	1463.006 	1444.103 	1433.152 	1145.150 	1387.651 	1355.611 	1512.969 	1150.850 	1304.720 	1478.356 	1584.558 	1640.613 	1493.692 	1394.358 
M,G3000,TOTAL,MIO_M3,ES	3366.000 	2809.000 	2865.000 	2896.000 	2675.000 	2841.000 	2596.000 	2682.000 	2616.000 	3064.000 	2926.000 	3481.000 	3254.000 	2604.000 	2650.000 	2648.000 	3067.000 	2852.000 	3543.000 	3381.000 	3596.000 	3338.000 	3048.000 	3209.000 	2878.000 	2610.000 	2793.000 	2069.000 	2435.000 	2428.000 	3037.000 	3031.000 	2890.000 	2556.000 	2764.000 	2998.000 	3088.838 	2702.154 	2891.481 	3061.949 	2911.807 	3032.458 	2568.426 	3276.470 	3130.057 	3594.195 	3280.534 	3430.805 	3364.320 	3368.366 	3342.768 	3625.390 	3259.506 	3191.675 	3255.958 	3384.872 	3126.574 	3276.284 	3088.885 	3390.434 	2959.313 	2830.664 	3369.520 	3416.461 	3084.954 	2545.777 	2819.782 	3005.894 	2738.106 	3006.749 	3064.721 	2420.810 	2871.065 	2733.568 	2586.291 	2379.878 	2602.370 	2520.417 	2466.438 	2381.739 	2300.074 	2302.053 	2649.093 	2376.663 	3156.336 	2332.088 
M,G3000,TOTAL,MIO_M3,FI	293.000 	339.000 	342.000 	168.000 	130.000 	134.000 	128.000 	171.000 	193.000 	189.000 	205.000 	286.000 	384.000 	280.000 	268.000 	213.000 	155.000 	149.000 	157.000 	148.000 	173.000 	211.000 	228.000 	243.000 	255.000 	235.000 	242.000 	192.000 	173.000 	170.000 	181.000 	184.000 	219.000 	242.000 	238.000 	296.000 	373.000 	372.000 	296.000 	219.000 	117.000 	154.000 	158.000 	175.000 	172.000 	166.000 	146.000 	282.000 	203.000 	168.000 	197.440 	93.000 	131.000 	97.000 	79.000 	104.000 	82.000 	66.000 	77.000 	121.500 	123.360 	142.360 	112.000 	225.160 	196.000 	203.160 	170.000 	130.520 	234.160 	213.440 	158.000 	212.000 	222.000 	224.000 	120.000 	210.160 	270.030 	315.000 	125.100 	280.000 	115.000 	204.000 	197.000 	175.000 	113.000 	179.140 
M,G3000,TOTAL,MIO_M3,FR	4017.000 	4336.000 	4265.000 	4043.000 	4397.000 	3748.000 	4058.000 	3748.000 	3890.000 	4056.000 	4460.000 	4298.000 	4319.000 	4093.000 	5529.000 	5710.000 	5113.000 	4408.000 	4376.000 	4109.000 	2945.000 p	4199.000 p	4930.000 p	4939.000 	3399.948 	3713.474 	4339.664 	5353.821 	5215.940 	3728.761 	3313.421 	3430.115 	2836.722 	3700.849 	3545.020 	3561.820 	3745.621 	3040.854 	4667.651 	4446.353 	4494.018 	3196.379 	3721.553 	3574.939 	3073.195 	3625.154 	3499.302 	4324.738 	4628.064 	4087.516 	5142.401 	5263.683 	5340.759 	3455.463 	4642.512 	4558.362 	4038.997 	4364.603 	4834.894 	4944.886 	4145.080 	3376.779 	3076.984 	4648.335 	4524.279 	3417.216 	4133.414 	3510.919 	2523.987 	3730.560 	4754.964 	4273.119 	3789.408 	3321.582 	3803.948 	4166.571 	3576.664 	3246.401 	3168.901 	3531.324 	3020.532 	3521.234 	2966.336 	3393.369 	3384.529 	3716.744 
M,G3000,TOTAL,MIO_M3,HR	160.000 	156.000 	132.000 	86.000 	95.000 	110.000 	106.000 	131.000 	132.000 	170.000 	164.000 	159.000 	171.000 	145.000 	158.000 	182.000 	162.000 	153.000 	142.000 	157.000 	160.000 	189.000 	191.000 	198.000 	184.400 	159.800 	172.600 	149.800 	152.500 	184.400 	185.000 	204.300 	172.800 	196.700 	179.500 	205.200 	180.300 	164.200 	256.800 	232.900 	125.800 	185.900 	204.800 	195.800 	108.900 	201.700 	193.000 	188.400 	207.400 	195.300 	211.300 	226.400 	237.900 	200.600 	254.100 	386.800 	171.400 	311.500 	267.600 	270.900 	176.200 	255.700 	204.900 	282.200 	184.100 	281.900 	204.400 	279.400 	258.300 	188.400 	197.100 	217.400 	224.600 	175.900 	267.800 	185.900 	171.400 	176.200 	255.300 	176.700 	217.800 	230.150 	178.500 	181.000 	266.900 	175.200 
M,G3000,TOTAL,MIO_M3,HU	1006.000 	825.000 	1014.000 	1132.000 	1220.000 	1732.000 	1476.000 	1460.000 	1506.000 	1203.000 	1194.000 	1149.000 	1197.000 	1207.000 	1300.000 	1922.000 	2128.000 	2147.000 	2137.000 	1986.000 	1894.000 	1477.000 	1457.000 	1809.000 	1038.000 	1283.000 	1386.000 	1494.000 	945.000 	939.000 	1158.000 	1077.000 	984.000 	1108.000 	1173.000 	1133.000 	528.000 	784.000 	947.000 	982.000 	970.000 	900.000 	698.000 	658.000 	576.600 	486.600 	435.400 	482.300 	765.700 	753.900 	1002.300 	894.200 	1029.600 	900.500 	994.300 	1055.900 	1005.800 	1201.400 	687.600 	600.900 	456.100 	506.300 	796.300 	798.200 	905.800 	934.300 	1297.000 	1241.400 	1024.600 	917.800 	772.400 	671.900 	645.600 	657.300 	776.600 	824.000 	906.760 	769.000 	968.260 	965.900 	958.200 	926.500 	848.230 	800.200 	742.700 	753.900 
M,G3000,TOTAL,MIO_M3,IE	134.000 	159.000 	187.000 	165.000 	155.000 	151.000 	162.000 	137.000 	159.000 	196.000 	230.000 	222.000 	257.000 	190.000 	245.000 	252.000 	251.000 	210.000 	219.000 	148.000 	218.000 	217.000 	306.000 	273.000 	302.000 	282.000 	297.000 	247.000 	265.000 	244.000 	267.000 	273.000 	302.000 	288.000 	314.000 	358.000 	409.000 	299.000 	347.000 	317.000 	262.000 	250.000 	361.000 	262.000 	245.000 	256.000 	325.000 	331.000 	382.000 	286.000 	333.000 	336.000 	305.000 	297.000 	336.000 	326.000 	282.000 	262.000 	302.000 	405.000 	369.000 	325.000 	374.000 	314.000 	310.000 	273.000 	296.000 	274.000 	246.000 	289.000 	340.000 	308.000 	424.000 	328.000 	342.000 	317.000 	324.000 	273.000 	283.000 	251.000 	298.000 	338.000 	431.000 	386.000 	460.000 	324.000 
M,G3000,TOTAL,MIO_M3,IT	5347.000 	5719.000 	6399.000 	5901.000 	6240.000 	5744.000 	5932.000 	5238.000 	5379.000 	4929.000 	5140.000 	5909.000 	6546.000 	5116.000 	6047.000 	6713.000 	6695.000 	6377.000 	6554.000 	5476.000 	5489.000 	5203.000 	5333.000 	5363.000 	5651.000 	4829.000 	5654.000 	6164.000 	5760.000 	5831.000 	5866.000 	5184.000 	5348.000 	5232.000 	4816.000 	5892.000 	6235.000 	4939.000 	6155.000 	7092.000 	6698.000 	5815.000 	5990.000 	5475.000 	5259.000 	6017.000 	5927.000 	7126.000 	6469.000 	5548.000 	6682.000 	6435.000 	6639.000 	5925.000 	6945.000 	5567.000 	5610.000 	5436.000 	5190.000 	5957.000 	5491.000 	4955.000 	5619.000 	5876.000 	5518.000 	4967.000 	5273.000 	4702.000 	4687.000 	4865.000 	4814.000 	4836.000 	4583.000 	4701.635 	5667.126 	5397.661 	5162.174 	4642.398 	5080.000 	4626.893 	4478.152 	4629.697 	4776.201 	5420.865 	4929.691 	4535.276 
M,G3000,TOTAL,MIO_M3,LT	515.000 	488.000 	573.000 	342.000 	407.000 	312.000 	256.000 	255.000 	597.000 	356.000 	468.000 	532.000 	487.000 	450.000 	554.000 	315.000 	371.000 	345.000 	415.000 	332.000 	425.000 	444.000 	530.000 	494.000 	457.000 	469.200 	463.900 	336.100 	459.300 	426.200 	485.600 	467.000 	369.000 	442.600 	438.600 	558.400 	586.200 	486.400 	529.800 	399.200 	428.400 	342.300 	261.800 	252.400 	363.200 	404.700 	390.300 	557.400 	445.500 	466.100 	741.700 	438.200 	404.500 	554.400 	314.100 	592.500 	328.000 	399.500 	484.900 	592.000 	610.000 	369.000 	597.000 	416.400 	355.900 	355.900 	452.000 	471.500 	407.300 	531.900 	597.300 	363.400 	587.500 	460.900 	441.100 	383.700 	250.100 	305.200 	451.200 	286.400 	524.100 	415.500 	641.900 	407.400 	656.300 	262.700 
M,G3000,TOTAL,MIO_M3,LU	93.000 	101.000 	95.000 	57.000 	47.000 	40.000 	38.000 	34.000 	44.000 	61.000 	82.000 	89.000 	107.000 	85.000 	82.000 	63.000 	56.000 	41.000 	39.000 	34.000 	44.000 	61.000 	83.000 	84.000 	94.522 	82.373 	74.672 	47.310 	44.469 	36.328 	34.217 	29.431 	39.069 	62.317 	75.317 	83.008 	100.971 	82.780 	81.412 	67.964 	57.152 	35.672 	35.956 	32.690 	38.979 	60.521 	80.391 	82.262 	94.193 	75.151 	69.030 	54.387 	33.724 	26.458 	24.262 	20.543 	30.989 	38.365 	52.530 	69.304 	71.647 	65.148 	63.454 	49.774 	33.153 	23.757 	24.664 	21.776 	25.762 	40.301 	63.022 	68.991 	83.438 	62.631 	57.718 	50.173 	36.670 	31.366 	27.623 	19.231 	31.701 	44.244 	64.159 	73.912 	82.740 	72.203 
M,G3000,TOTAL,MIO_M3,LV	20.000 	1.000 	8.000 	10.000 	34.000 	63.000 	309.000 	411.000 	494.000 	193.000 	57.000 	41.000 	23.000 	49.000 	0.000 	5.000 	265.000 	355.000 	424.000 	402.000 	382.000 	195.000 	65.000 	25.000 	2.843 	0.100 	109.284 	163.023 	277.303 	358.721 	412.767 	343.571 	383.915 	171.618 	79.296 	99.351 	17.594 	5.320 	33.919 	136.711 	393.821 	357.396 	375.904 	315.250 	160.049 	117.778 	18.189 	81.152 	21.820 	59.349 	303.282 	123.377 	193.396 	196.443 	263.886 	147.629 	172.630 	196.270 	190.685 	47.163 	171.505 	89.769 	141.474 	129.821 	229.294 	273.513 	212.337 	277.425 	259.269 	170.526 	33.164 	0.000 	0.000 	15.627 	30.608 	82.444 	155.688 	237.200 	212.181 	156.257 	203.404 	146.854 	53.381 	0.407 	59.750 	0.622 
M,G3000,TOTAL,MIO_M3,MT	62.000 	0.000 	61.000 	0.000 	0.000 	58.000 	6.000 	61.000 	19.000 	54.000 	0.000 	59.000 	0.000 	60.661 	0.000 	60.655 	9.041 	62.238 	8.707 	62.164 	0.000 	60.658 	0.000 	55.298 	0.000 	67.707 	0.000 	56.583 	0.000 	62.124 	55.751 	0.000 	56.208 	0.000 	31.503 	34.306 	0.000 	65.844 	0.000 	65.637 	0.000 	65.853 	0.000 	65.847 	0.000 	65.409 	0.000 	63.681 	0.000 	61.969 	0.000 	0.000 	66.004 	0.000 	65.663 	65.792 	0.000 	63.219 	0.000 	61.795 	0.000 	62.375 	0.000 	63.030 	0.000 	53.669 	65.531 	0.000 	66.172 	0.000 	66.022 	0.000 	64.433 	0.000 	0.000 	65.142 	0.000 	62.874 	0.000 	61.576 	64.581 	0.000 	0.000 	61.984 	0.000 	57.331 
M,G3000,TOTAL,MIO_M3,NL	4872.000 	5367.000 	4896.000 	4978.000 	5128.000 	4757.000 	4744.000 	5350.000 	5433.000 	4926.000 	4942.000 	5313.000 	5616.054 	4838.985 	5433.836 	4914.979 	5096.188 	4981.603 	4439.952 	4297.671 	4193.049 	4936.730 	5148.304 	5490.619 	4906.156 	4869.115 	4908.047 	5320.462 	5468.277 	5037.391 	4985.169 	4311.379 	5283.509 	4788.225 	5075.917 	4814.256 	5747.267 	4369.362 	5472.635 	4755.639 	4618.068 	4402.407 	4356.621 	4584.899 	5116.506 	5165.845 	4649.616 	4257.435 	4588.806 	4171.669 	5096.137 	4899.267 	5933.637 	5659.619 	5664.689 	5259.681 	5768.959 	5435.832 	4697.287 	5000.435 	4929.769 	4648.780 	4665.232 	5773.614 	5843.686 	5187.900 	5346.590 	5212.516 	3833.084 	4571.316 	4540.868 	4079.051 	3945.500 	3684.766 	4176.541 	4888.455 	4821.473 	4677.612 	5000.714 	4896.783 	3842.193 	3647.846 	3200.138 	3350.673 	3995.592 	4072.520 
M,G3000,TOTAL,MIO_M3,PL	4005.000 	3638.000 	4239.000 	3781.000 	3901.000 	3729.000 	3259.000 	3851.000 	3759.000 	3676.000 	3536.000 	3796.000 	3954.000 	3528.000 	3868.000 	3502.000 	4129.000 	3564.000 	3588.000 	2927.000 	3663.000 	3941.000 	4024.000 	4102.000 	3281.051 	2989.947 	3135.531 	3263.361 	2954.730 	3617.688 	2923.680 	3822.102 	3482.183 	3732.315 	3919.208 	3916.604 	4140.226 	3552.372 	4042.462 	3981.596 	4081.709 	3814.920 	3713.561 	2665.694 	3281.539 	1769.712 	2153.581 	2162.347 	1176.540 	1420.744 	2050.161 	1775.560 	1474.349 	939.194 	961.034 	856.563 	721.545 	1071.607 	1294.104 	1452.776 	1214.274 	1191.406 	1111.001 	1110.024 	1085.157 	1330.147 	1577.854 	1348.550 	1419.654 	1719.084 	2019.712 	2176.636 	1642.213 	1505.853 	1522.343 	1639.354 	1692.041 	1834.128 	1887.868 	1759.150 	1381.702 	1890.521 	2207.722 	2091.400 	2037.131 	1763.390 
M,G3000,TOTAL,MIO_M3,PT	566.000 	352.000 	481.000 	325.000 	503.000 	534.000 	599.000 	446.000 	547.000 	568.000 	531.000 	456.000 	560.000 	445.000 	360.000 	472.000 	588.000 	465.000 	656.000 	630.000 	526.000 	512.000 	547.000 	443.000 	560.517 	617.669 	463.600 	461.317 	371.806 	379.260 	502.361 	588.780 	597.874 	594.574 	433.271 	489.901 	562.322 	361.639 	465.927 	473.588 	534.161 	544.325 	391.046 	528.875 	407.364 	671.880 	505.292 	428.427 	597.812 	514.942 	490.127 	466.380 	618.302 	551.903 	418.151 	598.536 	418.266 	521.105 	455.905 	528.069 	312.462 	466.325 	405.774 	456.619 	455.600 	463.526 	443.415 	613.740 	304.912 	535.978 	301.883 	430.308 	372.340 	448.327 	246.974 	438.777 	339.370 	411.904 	432.726 	490.594 	401.907 	383.660 	360.290 	414.498 	425.268 	412.365 
M,G3000,TOTAL,MIO_M3,RO	256.000 	219.000 	302.000 	3.000 	2.000 	1.000 	23.000 	58.000 	122.000 	71.000 	170.000 	290.000 	396.000 	275.000 	174.000 	123.000 	114.000 	141.000 	177.000 	199.000 	207.000 	276.000 	265.000 	325.000 	316.000 	271.000 	202.000 	154.000 	149.000 	191.000 	143.000 	137.000 	86.000 	81.000 	176.000 	232.000 	254.000 	285.000 	331.000 	207.000 	287.000 	259.000 	358.000 	405.000 	212.000 	285.000 	277.000 	400.000 	374.000 	252.000 	268.000 	111.000 	160.000 	170.000 	288.000 	263.000 	191.000 	202.000 	162.000 	376.000 	55.000 	163.000 	81.000 	244.000 	191.000 	128.000 	319.000 	380.000 	326.000 	331.000 	250.000 	151.000 	134.000 	124.000 	144.000 	211.000 	207.000 	213.000 	221.000 	214.000 	217.000 	232.000 	165.000 	173.000 	196.000 	377.000 
